year,country_destination_id,import_val,tipo
1998,XXA,166147455.8,import
1998,ARG,21687572626,import
1998,BOL,1277969551,import
1998,BRA,52087639818,import
1998,CHL,14886776969,import
1998,COL,11306750190,import
1998,ECU,4923445979,import
1998,FLK,94998764.64,import
1998,GUY,713377109.3,import
1998,PER,5472378766,import
1998,PRY,1029666732,import
1998,SUR,528847901.6,import
1998,URY,3042223048,import
1998,VEN,13365353316,import
1998,XXA,42143.06,import
1998,XXE,26502150.92,import
1998,XXF,4930271090,import
1998,XXG,15234537.88,import
1998,XXA,6637612772,import
1998,XXI,15143663693,import
1999,AGO,3300421408,import
1999,BDI,63976078.3,import
1999,BEN,302531951.7,import
1999,BFA,267410329.6,import
1999,CAF,76891816.77,import
1999,CIV,4888339784,import
1999,CMR,1712846904,import
1999,COD,301465092.6,import
1999,COG,1034564848,import
1999,COM,21847723.85,import
1999,CPV,57457598.42,import
1999,DJI,13025335.52,import
1999,DZA,6950419674,import
1999,EGY,5692348138,import
1999,ERI,11993910.45,import
1999,ESH,465901.89,import
1999,ETH,509469534.9,import
1999,GAB,2553952175,import
1999,GHA,1611677152,import
1999,GIN,764448124.1,import
1999,GMB,39574533.9,import
1999,GNB,62278159.98,import
1999,GNQ,570476715.5,import
1999,KEN,1922391321,import
1999,LBR,290865680,import
1999,LBY,7750938567,import
1999,MAR,8034441356,import
1999,MDG,779361948.4,import
1999,MLI,489085606.2,import
1999,MOZ,263875229.4,import
1999,MRT,576075125.2,import
1999,MUS,1604563786,import
1999,MWI,548672794.1,import
1999,NER,299115357.8,import
1999,NGA,14412659387,import
1999,RWA,85787456.02,import
1999,SDN,595472791.3,import
1999,SEN,850143841.1,import
1999,SHN,8150602.72,import
1999,SLE,51563705.46,import
1999,SOM,50863322.81,import
1999,STP,15142555.53,import
1999,SYC,152781888.8,import
1999,TCD,100717594.6,import
1999,TGO,460796676.4,import
1999,TUN,6631567982,import
1999,TZA,755463124.5,import
1999,UGA,664024992.8,import
1999,XXA,1423151.17,import
1999,XXB,250586.92,import
